id_product,product_name,description
66,Calvin Klein Women's Id Micro Unlined Bralette,Sheer mesh inserts accent this soft Calvin Klein Underwear bralette. Wide logo elastic waistband. Unlined.
67,Calvin Klein Women's Invisibles Lightly Lined T-Shirt Bra,"This full coverage contour bra creates a seamless, smooth appearance through clothes"
68,Calvin Klein Women's Ombre 5 Pack Thong,An ombre thong featuring linear lace galloon fabrication with graphic eyelet picot elastic trim.
69,Hanky Panky Women's Retro Thong,A high-waisted panty with figure-flattering coverage everywhere you need it. This panty is designed with an extra-generous band of lace that hugs your midsection.
70,Calvin Klein Women's Pure Seamless Bikini Panty (Pack of 3),"A 3-pack of bikini underwear featuring a sleek, seamless design and a contrasting elastic waistband"
71,Calvin Klein Women's Pure Seamless Bikini,"Slinky, seam-free Calvin Klein Underwear bikini briefs with logo detailing along the waistband. Set of 3."
72,Wacoal Women's Embrace Lace Hi-Cut Brief Panty,Embrace lace hi-cut brief offers great fit and matches coordinating pieces in the collection
73,Wacoal Women's Halo Contour Spacer Bra,"Great new t shirt bra with spacer pads that is lightweight, breathable and comfortable |Great new t shirt bra with spacer pads that is lightweight, breathable and comfortable"
74,b.tempt'd by Wacoal Women's Lace Kiss Thong Panty,Lace Kiss Thong is a soft all over lace with a great fit.
75,b.tempt'd by Wacoal Womens Ciao Bella Tanga Panty,Tanga offers corded lace overlay with dramatic scallop at lower front and back edges
76,Calvin Klein Women's Micro Hipster Panty,A modern hipster underwear featuring breathable microfiber and a flirty lace trim.
77,Hanky Panky Women's Bare Godiva Thong Panty," These innovative styles have contours that keep them in place, curing concern of shifting or riding up, while maintaining a sleek, barely-there look beneath clothing. They're made from a unique second-skin microfiber knit from Italy that is ultra-lightweight and smooth, disappearing under the clingiest fashions without sacrificing the signature fit, quality and comfort of your favorite Hanky Panky pieces."
78,Wacoal Women's Basic Beauty Contour Bra,Basic beauty contour bra with breathable soft lightweight stretch micro spacer cups
79,Wacoal Women's Feather Embroidery Underwire Bra,"Impeccable fit and support in this underwire bra, Feather embroidered stretch microfiber. Hook count: 2-rows = B-D, 3-rows = 36D and up, DD and all 40 band sizes. Columns and rows increase with size. Wacoal, Style Number: 85121. |The Feather Embroidery Underwire Bra is Wacoal's most universal cut and sew bra that will fit a wide range of body types."
80,Wacoal Women's Basic Beauty Front Close Contour Bra,Front close contour bra with lightweight stretch spacer cups
81,Wacoal Women's Amazing Assets Contour Bra,Soft pillow foam contour bra with low crisscross center
82,Wacoal Women's Lace Affair Tanga Panty,Lace affair tanga pant with intricate cross-dye lace
83,Wacoal Women's Lace Affair Contour Bra,Lace affair contour bra with intricate cross-dye lace detail at center front and back wing
