id_product,product_name,description
13,So Obsessed by Victoria's Secret NEW! Add-1½-Cups Push-Up Bra,"This push-up gives you a little extra lift for serious cleavage, with Memory Fit padding that memorizes your curves, a concealed, padded underwire for comfort and smoothing sides for a seamless look.   Lift & Lining Push-up padding adds 1½ cup sizes Foam-encased underwire cups for comfort Straps & Hooks Back closure Double row of hook and eye closures Details & Fabric Shine finish with matte trim at the top of the cups VS logo charm between the cups Imported nylon/spandex"
14,The Bralette Collection Mesh Front-close Bralette,"Less is more: this little bralette is proof with its sheer, triangle shape.Lift & Lining Sheer, unlined cups Wireless cups Straps & Hooks Adjustable straps Front closure Details & Fabric  Soft and stretchy band under bust Imported nylon/spandex"
15,The Bralette Collection Cutout High-neck Bralette,Such a flirt: this high-neck bralette with sheer lace in front and a revealing cutout in back.   Lift & Lining Lightly lined for shape Wireless cups Straps & Hooks Back closure Triple row of hook-and-eye closures Halter hook at neck Details & Fabric  Back cutout Hand wash Imported nylon/spandex
16,Very Sexy NEW! Strappy Push-Up Bra,"Our #1 push-up is sexier than ever with plush, even softer padding for the lift and cleavage you love and a more natural feel, plus edges that disappear under clothes. Lift & Lining • Push-up padding adds 1 cup size • Underwire cups Straps & Hooks • Back closure or front closure • Back closure features adjustable straps, front closure features fully adjustable classic straps • Back closure features double row of hook-and-eye closures and 4 settings to ensure a perfect fit Details & Fabric • Imported nylon/spandex"
17,Victoria Sport Knockout by Victoria Sport Front-Close Sport Bra,"Click, zip, go! Patented bra-within-a-bra technology offers maximum support: a front zip reveals structured cups that clip together for easy on, easy off…and no bounce.    Details Maximum support Patented, bra-within-a-bra technology Click & zip within a bra; double layer front closure provides a secure fit Concealed wire for cushioned support Breathable padding with wicking liner to keep you extra dry Adjustable padded straps Performance & Fabric Perfect for running, boxing and cardio Super-soft elastic band for comfort & movement Body-Wick keeps you cool & dry Machine wash. Tumble dry Imported nylon/spandex"
18,The Bralette Collection Front-close Bralette,A boho beauty underneath it all: with crochet lace in front and back and light padding when you want it.    Lift & Lining Mesh lining with removable padding for shape and no show-through Wireless cups Straps & Hooks T-back with adjustable strap Front closure Details & Fabric Allover crochet lace Swan hook at front Soft and stretchy band under bust Style tip: Show off under plunge fronts and open backs Imported cotton/spandex
19,Dream Angels Mini Lace Bustier,"Sweet in lace, sexy in shape—this scalloped bustier doesn’t have a bad side. Lift & Lining Lightly lined for shape Underwire cups   Straps & Hooks Removable straps Back closure 3 rows of hook-and-eye closures   Details & Fabric Allover scalloped lace Front and side boning Elastic around waist Imported nylon/spandex"
20,Victoria Sport NEW! Seamless High-neck Sport Bra,"Sport bra goals: light support in a strong shape, cut with a high neck and a racerback. Details High neck Minimum support Racerback Pullover style Performance & Fabric Perfect for yoga, Pilates and weight training Seamless Body-Wick Anti-microbial Machine wash. Tumble dry. Imported nylon/spandex"
21,Dream Angels NEW! Lace Long Line Bra,"A long line bra you won't want to keep covered, in beautiful lace  with crisscross details on sheer mesh.    Lift & Lining Lightly lined for shape Underwire Straps & Hooks Adjustable straps Back closure Triple row of hook-and-eye closures Details & Fabric Allover lace Boning at front and sides Hand wash Imported nylon/spandex/polyester"
22,PINK Strappy Bandeau Top,"Lightly lined with a strappy front, this bandeau can be worn with or without a simple halter strap.Push & Lining: Removable padding Lightly linedStraps & Hooks Removable halter straps Adjustable back hook closureDetails & Fabric: Strappy detail at center front Imported nylon/spandex Hand wash"
23,Victoria Sport Incredible by Victoria Sport Bra,"Tackle high-intensity workouts in a truly Incredible maximum-support sport bra with breathable padding and a flexible underwire you can’t feel, plus fully adjustable straps and stay-cool Body Wick fabric. Details Maximum support Breathable padding with wicking liner to keep you extra dry Flexible underwire for maximum comfort Bonded, fully adjustable straps Seamless technology that eliminates irritation Supersoft elastic band for comfort & movement Cushioned, adjustable back closure Large keyhole racerback for easy on, off   Performance & Fabric Perfect for running, boxing and cardio Body-Wick keeps you cool & dry Machine wash. Tumble dry. Imported. Solids/prints- body: nylon spandex. Mesh insets: Polyamide/Elastane. Marl- body: polyester/nylon/spandex. Mesh insets: Polyester/Elastane "
24,Body by Victoria Unlined Demi Bra,"A naturally sexy shape, this unlined bra shows off a lower cut that’s perfect for revealing necklines.   Unlined Underwire cups Adjustable straps can convert to crossback and snap into place for a secure hold Back closure Double row of hook and eye closures; Sizes 34DDD, 36DD-36DDD & 38D-38DDD have triple row of closures for a secure, comfortable fit 4 settings to ensure a perfect fit Imported nylon/spandex"
25,Sexy Tee Demi Bra,"Sleek and lightweight, this low-cut demi is designed to disappear, showing only your natural shape. Wear it day to night under your most curve-hugging styles. Lift & Lining •Lightly lined for shape •Underwire cups Straps & Hooks •Front closure or back closure •Front-close choices have partially adjustable straps •Back-close choices have fully adjustable straps and can be worn classic or cross back •Back-close choices have single row of hook-and-eye closures; Sizes 32DD, 34D-34DD, 36C-36DD & 38B-38DD have double row of closures Details & Fabric •Infinity Edge technology for an invisible look under clothes •Imported nylon/spandex"
26,Dream Angels Lace-trim Hipkini Panty,"A sweet romance starts with intricate lace and a little bow. • Front center bow • Low rise • Full back coverage: shows curves, not skin • Imported nylon/spandex"
27,Body by Victoria Lace-trim Hiphugger Panty,"Ultra-comfy with a better-than-ever fit and feel, this hiphugger is unbelievably soft and designed to disappear under clothes, with pretty lace trim as a finishing touch. Front bow Lace overlay on sides Lace trim at waistband and legs Mid rise Full back coverage Imported nylon/spandex    "
28,Dream Angels NEW! Lace-up Bodysuit,"Sexy, so many ways: this lace bodysuit brings the heat with lace-up sides and a thong bottom. Lightly lined underwire cups Adjustable straps Zip back closure Lace front and back; lace-up mesh sides Thong bottom Imported nylon/spandex"
29,PINK NEW! High Leg One-Piece,Get a leg up on Summer in this must-have swimsuit. Cute scoop neckline with a showoff low back and a leg-lengthening high-cut silhouette. Push & Lining Removable padding Lightly lined  Straps & Hooks Pull on style Adjustable back shoulder straps Details & Fabric Low back High cut leg Fully lined Imported nylon/spandex
30,Seamless Pineapple Cheekini Panty,"Softer than ever and totally seamless, it's pineapple perfection. Low rise Minimal back coverage Imported nylon/spandex"
31,PINK NEW! Wear Everywhere Super Push,"A super flirty new style, with more push than ever and a plunging neckline. Comfy fit with underwire cups and max padding. Most push Plunging neckline Features a double bump padding to create even more push-up Fully adjustable straps—wear it classic or crossback Hook-and-eye closure Imported nylon/spandex"
32,Dream Angels NEW! Satin & Lace Mini Slip,More than a little flirty: this pleated slip with sheer lace top and bottom. Allover satin with lace trim at front Adjustable straps Pulls on; no closure 31½ from shoulder; hits at thigh Imported polyester/nylon
33,Cotton Lingerie Lace-trim High-leg Brief Panty,"Framed in lace, this comfy panty in silky-soft, stretchy cotton is naturally sexy. In lots of colors and pretty prints, our cotton undies ensure your lingerie drawer is anything but ordinary.   Lace trim at waist and legs High waist Full back coverage: shows curves, not skin Imported cotton/nylon/spandex"
34,Dream Angels NEW! Strappy V-neck Teddy,"The reveal is everything with this bold teddy, designed with strappy sides, mesh accents and an open back. Lightly lined Hooks behind neck Lace front with strappy mesh sides and open mesh back Thong bottom Imported nylon/spandex/cotton"
35,Cotton Lingerie NEW! String Bikini Panty,"Our signature bikini in silky-soft cotton gets a little sexier in a string fit. Cool, comfy and colorful, it’s our most-loved everyday panty. In lots of colors and pretty prints, our cotton undies ensure your lingerie drawer is anything but ordinary. Picot trim Mid rise Moderate back coverage Imported cotton/Lycra® spandex; pure cotton panel"
36,PINK NEW! Wear Everywhere Multi-Way Push-Up Bra,"A true wardrobe essential with soft, no-show cups and a comfortable fit! Includes removable straps.      Most push Structured, underwire cups Straps included Hook-and-eye closure Imported polyamide/spandex"
37,The Bralette Collection NEW! Braided Plunge Bralette,Lacy meets racy in a sexy little bralette with braided straps over a deep plunge.  Lift & Lining Lightly lined for shape Wireless cups Straps & Hooks Pullover style Details & Fabric Braided straps at front Elastic band Hand wash Imported nylon/spandex
38,Dream Angels NEW! Embroidered Lace Bustier,"Sexy takes shape between pretty floral lace and playful dotted mesh. Lightly lined underwire cups Adjustable, removable straps Back hook-and-eye closures 22¼ from shoulder; hits at hip Embroidered lace front with sheer inset; dotted mesh back Imported polyester"
39,Body by Victoria Lace Hiphugger Panty,"Ultra-comfy with a better-than-ever fit and feel, this hiphugger is unbelievably soft and designed to disappear under clothes. Supersoft waistband Low rise Full back coverage: shows curves, not skin Imported nylon/spandex/cotton Machine wash"
40,PINK Macramé Mini Bikini,"Get ready for days in the waves! Showoff beachside in this super cute bikini bottom with woven macramé details at sides, it’s perfect to match back to the Macramé Racerback Triangle bikini top or the classic Macramé Triangle.     Macramé detail at sides Low rise Fully lined Minimal back coverage Imported nylon/spandex"
41,Dream Angels Crochet Lace Flutter Bralette,"A bralette with bohemian style, thanks to gorgeous ruffles in crochet lace.Lift & Lining Unlined Wireless band Straps & Hooks Adjustable, removable straps Pullover style Details & Fabric Crochet lace flounce Imported nylon/polyester/spandex"
42,PINK Backless Bra,"3 sizes AA/A, B/C, D/DD Nude color Adhesive silicone can be worn up to 25 times Lightly lined padding Instructions for use and care included Reusable plastic case for storage or travel Imported polyester"
43,Dream Angels Crochet Lace Strapless Bralette,"More than just a bandeau, this strapless bralette goes boho with a crochet lace overlay. Lift & Lining Lightly lined for shape Underwire cups Straps & Hooks Adjustable, removable straps Back closure Triple row of hook-and-eye closures Details & Fabric Crochet lace overlay Imported nylons/spandex/polyester"
44,Victoria Sport NEW! Lace-up Sport Bra,"Crisscross straps amp up your style game in this workout essential, with minimum support.Details Minimum support Crisscross straps in front and back Removable padding for support and shape Pullover style Performance & Fabric Perfect for yoga, Pilates and weight training Soft, stretchy fabric moves with you Body-Wick Imported polyester/spandex CARE: Machine wash. Tumble dry. "
45,Very Sexy NEW! Lace & Mesh Long Line Bralette,Leave them breathless: all it takes is this long line shape in delicate lace on sheer mesh.   Lift & Lining Unlined Wireless cups Straps & Hooks Adjustable straps Back zip closure Details & Fabrics Mesh and lace  Lace trim Hand wash Imported nylon/spandex
46,Very Sexy Crossback Satin Slip,"When something more comfortable is also ultra sexy, in silky-smooth satin with a plunge front and back. V-neck Unlined Adjustable crossback straps Pulls on; no closure  35¾”  from shoulder; hits at mid-thigh Allover satin with deep v-back and high-low hem Imported polyester"
47,Cotton Lingerie Bold Logo-waist Shortie Panty,"The shortie gets an update with a bold logo waist, in silky-soft and stretchy cotton that’s naturally sexy. In lots of colors and pretty prints, our cotton undies ensure your lingerie drawer is anything but ordinary. Sheer elastic waistband with logo   Mid rise Full back coverage: shows curves, not skin Machine wash Imported cotton/nylon/spandex"
48,The Bralette Collection NEW! Lace-inset Bandeau Bralette,"Sheer lace makes this bandeau more sexy than sweet, with straps when you want them.    Lift & Lining Lightly lined for shape Wireless cups Straps & Hooks Removable, adjustable straps Back closure Triple row of hook-and-eye closures  Details & Fabric Sheer lace inset at front Hand wash Imported nylon/spandex"
49,The Bralette Collection NEW! Braided Front-close Bralette,Braided straps at the racerback make this lacy bralette a boho beauty from every angle.  Lift & Lining Removable padding for light support Wireless cups Straps & Hooks Adjustable straps Front closure Details & Fabric Braided straps at racerback  Hand wash Imported nylon/spandex
50,Dream Angels Demi Bra,"This dreamy demi is even more heavenly, with softer Memory Fit lining that conforms to your curves, a smoothing U-shaped back and stretchier lace sides for a flawless, ultra-comfy fit. Lift & Lining Lightly lined for shape Underwire cups Straps & Hooks Adjustable straps can convert to crossback and snap into place for a secure hold Back closure Double row of hook and eye closures; sizes 36-40DD-DDD have triple row of hook and eye closures for a secure, comfortable fit 4 settings to ensure a perfect fit Details & Fabric U-shaped ballet back prevents band from riding up Stretchy lace sides Imported nylon/spandex"
51,Cotton Lingerie NEW! Lace-waist Hiphugger Panty,"A little lace makes every day sexy, and silky-soft, stretchy cotton makes this hiphugger naturally comfy. In lots of colors and pretty prints, our cotton undies ensure your lingerie drawer is anything but ordinary. Smooth floral lace trim at waist lays flat Low rise Full back coverage Imported cotton/nylon/spandex; pure cotton panel"
52,Seamless Hiphugger Panty,"Softer than ever, this hiphugger is so ultra smooth, it won’t show through even the most curve-hugging clothes. Low rise Full back coverage Imported nylon/spandex"
53,The T-Shirt NEW! Perfect Shape Bra,"The everyday go-to bra pairs sexy lift and the coverage you want with soft, sleek cups and a smoothing U-shaped back, all in a shape that disappears under everything.   Lift & Lining Uplift with cushioned padding for shape Full coverage underwire cups Straps & Hooks Fully adjustable straps can convert to crossback Back closure Double row of hook & eye closures; size 38DDD has triple row of closures for a secure, comfortable fit 4 settings to ensure a perfect fit Details & Fabric Crisscross straps between cups U-shaped ballet back prevents band from riding up and offers more coverage VS logo on side Imported nylon/polyester"
54,Dream Angels Lace & Mesh Bodysuit,Scalloped lace meets sheer mesh in a curve-skimming shape that needs to be seen. Lace is slightly sheer Lace front with mesh plunge Sheer mesh back Bikini bottom with snap closure Imported nylon/spandex
55,PINK Lace Trim Boyshort,Get in the holiday spirit with this sweet boyshort! Features a lace trim waistband. Lace-trim waistband Extra low rise Imported cotton/polyamide/elastane
56,Dream Angels NEW! Lace-trim Satin Slip,Catch the prettiest lace peeking out from under silky-soft satin in this dream of a slip. V-neck Adjustable straps Pulls on; no closure 33½” from shoulder; hits at mid-thigh Lace trim at neckline and back Shirttail hem Imported polyester/nylon
57,Victoria Sport NEW! Knockout by Victoria Sport Front-Close Sport Bra,"Click, zip, go! Patented bra-within-a-bra technology offers maximum support: a front zip reveals structured cups that clip together for easy on, easy off…and no bounce.    Details Maximum support Patented, bra-within-a-bra technology Click & zip within a bra; double layer front closure provides a secure fit Concealed wire for cushioned support Breathable padding with wicking liner to keep you extra dry Adjustable padded straps Performance & Fabric Perfect for running, boxing and cardio Super-soft elastic band for comfort & movement Body-Wick keeps you cool & dry Machine wash. Tumble dry Imported nylon/spandex"
58,Lace Easy Push-Up Bra,"Like magic: the lift you love without the wires, in an unbelievably soft and sleek shape. Lift & Lining Push-up padding Wireless cups Straps & Hooks Pullover style Adjustable straps Details & Fabric Raceback Long line Supersoft, double-lined sides for the smoothest shape Imported nylon/spandex"
59,Cotton Lingerie NEW! High-waist Brief Panty,"Comfy and naturally sexy in silky-soft, stretchy cotton with a high waist, in lots of colors and pretty prints to brighten your lingerie drawer. High waist Full back coverage: shows curves, not skin Imported cotton/spandex"
60,Dream Angels NEW! Racerback Lace Bodysuit,"All laced up with no place to go, in sheer lace with a sleek back and a thong bottom. Sheer, unlined Adjustable straps Pulls on; no closure Lace-up plunge front Thong bottom Imported nylon/spandex/cotton"
61,PINK NEW! Super Soft Lace Trim Thong,"So pretty with lacy trim, this barely there thong features new super soft fabric. Lace trim at sides New super soft fabric Soft, no show Extra low rise Imported nylon/spandex"
62,Everyday Perfect Bikini Panty,"Ultra-comfy and seriously smooth under everything, this bikini gets a cool update with a marled, supersoft and stretchy waistband. Ultra smooth Supersoft and stretchy elastic at waist and legs Mid rise Moderate back coverage Imported nylon/polyester/spandex"
63,PINK NEW! Wear Everywhere Push-Up Bra,"An everyday fave with soft, no-show cups and a super comfortable fit! Most push Super soft pad and smooth no-show cups Fully adjustable straps­–wear it classic or crossback Structured, underwire cups Hook-and-eye closure Imported nylon/spandex"
64,NEW! Ultimate Unlined Mesh High-Neck Sports Bra,"Sporty and super cute, this high-neck bra is perfect for layering under a tank or wearing solo. Features a strappy back and mesh front. Pull-on style Unlined Strappy back High neck Imported nylon/spandex"
65,Very Sexy Lace Off-the-Shoulder Bustier,"Show off sexy, sunkissed shoulders in a curve-hugging bustier finished with delicate lace ties. Lightly lined underwire cups Adjustable straps with off-the-shoulder ties Side zip 17¾'' from shoulder; hits above waist Side boning Imported nylon/spandex"
66,PINK NEW! Lace Cross-Front Unlined Halter,"A little bit lacy, a little bit strappy and so totally cute! This unlined bra features and adjustable halter strap and back closure.   Unlined succulent lace Adjustable halter Strappy front detail Back closure Imported nylon/spandex"
67,Very Sexy NEW! Medallion Lace Teddy,Hotter than hot: this stretchy lace teddy with a down-to-there plunge front and keyhole in back. Adjustable straps Pulls on; no closure Thong bottom Imported nylon/spandex
68,NEW! Cool & Comfy Wireless Lightly Lined Bra,Comfy just got way cuter. This lightly lined bra features super smooth fabric and an iconic PINK logo bottom band. Lightly lined Pull on style Logo bottom band Imported nylon/spandex/polyester
69,PINK NEW! Logo Bikini,A classic bikini panty with iconic PINK logo at the sides—it’s totally a top drawer essential. Only by Victoria’s Secret PINK. Iconic PINK logo waistband Soft cotton Low rise Imported cotton/spandex
70,Very Sexy NEW! Tie-back Cheeky Panty,"With a back keyhole adored with a tie bow and a mix of beautiful laces, this panty has pretty on lock. Back keyhole with bow tie Lace trim Low rise Minimal coverage: lots of cheek peek Hand wash Imported nylon/spandex/cotton"
71,Victoria Sport NEW! The Player by Victoria Sport Lace-Up Sport Bra,"Seamless comfort and a strappy back make this medium-support sport bra a contender in and out of the gym. Details Medium support Pullover style Elastic bottom band Lace-up detail on back   Performance & Fabric Perfect for spinning, kickboxing and circuit training Performance fabric with 4-way stretch Body-Wick Machine wash. Tumble dry. Imported polyester/spandex"
72,PINK NEW! High-Leg Logo Bikini,A cute and comfy bikini panty with high leg and iconic PINK logo waistband.  Iconic PINK logo waistband High leg Soft cotton Imported 
73,The Bralette Collection NEW! Long Line Racerback Bralette,Flirty daisy lace is everything in this long-line racerback shape.   Lift & Lining Lightly lined for shape Wireless cups Straps & Hooks Pullover style Details & Fabric Elastic band Racerback  Hand wash Imported nylon/spandex
74,PINK NEW! Allover Floral Lace Thong,"This barely-there thong is soft, sweet and totally invisible under even the tightest of clothes. Soft, no-show, all-over lace Extra low rise Imported polyamide/polyester/elastane New floral lace Only by Victoria’s Secret PINK."
75,Very Sexy NEW! Push-Up Bra,"Our #1 push-up is sexier than ever with plush, even softer padding for the lift and cleavage you love and a more natural feel, plus edges that disappear under clothes. Lift & Lining Push-up padding adds 1 cup size Underwire cups Straps & Hooks Fully adjustable straps Back closure Double row of hook-and-eye closures 4 settings to ensure a perfect fit Can be worn classic or crossback Details & Fabric Plunge neckline Supersmooth neckline disappears under clothes Cutouts between cups VS charm on side of cup Imported nylon/spandex "
76,PINK NEW! Lace Lightly Lined Triangle Bralette,Pretty new wildflower lace plus lightly lined padding! This racerback style features fully adjustable straps for a perfect fit. Pull on style Lightly lined padding Fully adjustable straps Racerback Imported nylon/spandex
77,Very Sexy NEW! Lace Thong Panty,"Delicate with just the right details, a lace-up in back and trim along the hem.  Back lace-up detail Low rise No back coverage Hand wash Imported nylon/spandex/cotton"
78,Body by Victoria Multi-Way Bra,"Five ways to wear it for plenty of style options—in a supersoft fabric with lighter Memory Fit for extra support as it conforms to your curves. Lift & Lining Lightly lined Underwire cups   Straps & Hooks Fully adjustable, removable straps Back closure Double row of hook and eye closures for sizes 32C- 32D, 34A- 34C & 36A- 36B; Sizes 32DD-32DDD, 34D-34DD, 36C- 36D & 38B-38C have triple row of closures and sizes 34DDD, 36DD-36DDD & 38D-38DDD have 4 rows of closures for a secure, comfortable fit 4 settings to ensure a perfect fit Can be worn classic, halter, crossback, one-strap or strapless   Details & Fabric Double-lined sides for the smoothest shape Imported nylon/spandex"
79,Dream Angels NEW! Crochet Lace Cheekster Panty,"The prettiest crochet lace, in a cheekini shape that hugs every curve. Allover lace Low rise Minimal back coverage: lots of cheek peek Imported nylon/spandex/cotton Care: Hand wash"
80,Sexy Tee Perfect Coverage Bra,"Super sleek and invisible under clothes, with our fullest coverage and sexiest comfort. In the smoothest fit, so all you see is your shape – all day, all night. Lift & Lining •Lightly lined for shape •Full coverage underwire cups Straps & Hooks •Front closure or back closure •Front-close choices have partially adjustable straps •Back-close choices have fully adjustable straps and can be worn classic or crossback •Back-close choices have double row of hook-and-eye closures; Sizes 36DD & 38-40D-DD have triple row of closures for a secure, comfortable fit Details & Fabric •Infinity Edge technology for an invisible look under clothes"
81,Sexy Smooth NEW! Raw Cut Cheeky Panty,"Supersmooth, seamless and totally elastic-free: with laser-cut edges, this cheeky cuts the sleekest shape. Laser-cut edges for a super smooth, seamless fit Low rise Moderate back coverage Imported nylon/spandex Machine wash"
82,Body by Victoria Wireless Bra,"Supersoft comfort without the wires, in a plunging neckline for low-cut looks. With lighter Memory Fit for extra support as it conforms to your curves and a smoothing U-shaped back. Lift & Lining Lightly lined Wireless Straps & Hooks Back closure Double row of hook and eye closures; Sizes 36DD, 38-40D-DD & 40C have triple row of closures for a secure, comfortable fit 4 settings to ensure a perfect fit Wear classic or crossback   Details & Fabric U-shaped ballet back prevents band from riding up and offers more coverage Double-lined sides for the smoothest shape Bow on center front Imported nylon/spandex"
83,Dream Angels NEW! Floral Appliqué Scoop Bralette,"A boho beauty, in sheer mesh with appliqué flowers and a flirty front cutout.  Lift & Lining Unlined Wireless cups Straps & Hooks Adjustable straps Back closure Double row of hook-and-eye closures Details & Fabric Sheer mesh with floral appliqué Hand wash Imported polyester/nylon/spandex"
84,Sexy Smooth NEW! Raw Cut High-waist Thong,"Supersmooth, seamless and totally elastic-free: with laser-cut edges and a high waist, this thong cuts the sleekest shape. Laser-cut edges for a super smooth seamless fit High waist No back coverage Imported nylon/spandex/cotton"
85,PINK Shell Bikini Top,Rock this halter-style shell bikini top with your fave bottoms to channel your inner mermaid. Lightly lined with adjustable straps and hooks.   Removable lining Lightly lined Adjustable halter straps Adjustable back tie Detailing on cups Imported nylon/spandex/polyester
86,Dream Angels Lace Push-Up Bra,"Our most heavenly push-up ever, with softer Memory Fit padding for lots of lightweight lift, stretchier lace sides for more comfort and a smoothing U-shaped back.Lift & Lining Push-up padding Underwire cups Straps & Hooks Fully adjustable straps convert to crossback and snap into place for a secure hold Double row of hook-and-eye closures; sizes 36-38DD have triple row of hook-and-eye closures for a secure, comfortable fit  4 settings to ensure a perfect fit Details & Fabric U-shaped ballet back that prevents band from riding up Allover lace with stretchy lace sides Imported nylon/spandex"
87,PINK NEW! The Date Racerback Push-Up Bra,"Perfect push plus lots of lace—we’re totally crushin’ on the Date Collection. Featuring floral lace that’s prettier than ever, this racerback push-up features a plunging neckline and easy front-clasp closure plus the most push and padding for extra lift. Center front closure Plunging neckline Adjustable straps Pretty lace racerback Imported polyamide/spandex  "
88,Body by Victoria Hiphugger Panty,"Ultra-comfy with a better-than-ever fit and feel, this hiphugger is unbelievably soft and designed to disappear under clothes, with pretty lace as a finishing touch.   Front bow Lace overlay on sides Lace trim at legs Supersoft waistband Mid rise Full back coverage Imported nylon/spandex"
89,Very Sexy NEW! XO High-waist Thong Panty,"With cutouts and a wild mix of mesh and lace, this high-waist panty can’t be ignored. High waist No back coverage Front and back cutouts Hand wash  Imported nylon/spandex/cotton"
90,Body by Victoria NEW! Unlined Demi Bra,"A naturally sexy unlined shape, with a lower cut that’s perfect for revealing necklines. Designed to disappear under curve-hugging styles. Lift & Lining  Unlined; lace choices are unlined with a foam sling for light lift Underwire cups   Straps & Hooks Adjustable straps can convert to crossback and snap into place for a secure hold Back closure Double row of hook and eye closures; Sizes 34DDD, 36DD-36DDD & 38D-38DDD have triple row of closures for a secure, comfortable fit 4 settings to ensure a perfect fit   Details & Fabric Double-lined sides for the smoothest shape Imported nylon/spandex"
91,Very Sexy Floral Lace Thong Panty,Beautiful lace makes this thong a must for any lingerie drawer.  Allover lace Front bow Low rise No back coverage Hand wash Imported nylon/spandex
92,Victoria Sport NEW! Incredible by Victoria Sport Bra,"Tackle high-intensity workouts in a truly Incredible maximum-support sport bra with breathable padding and a flexible underwire you can’t feel, plus fully adjustable straps and stay-cool Body Wick fabric. Details Maximum support Breathable padding with wicking liner to keep you extra dry Flexible underwire for maximum comfort Bonded, fully adjustable straps Seamless technology that eliminates irritation Supersoft elastic band for comfort & movement Cushioned, adjustable back closure Large keyhole racerback for easy on, off   Performance & Fabric Perfect for running, boxing and cardio Body-Wick keeps you cool & dry Machine wash. Tumble dry. Imported. Solids/prints- body: nylon spandex. Mesh insets: Polyamide/Elastane. Marl- body: polyester/nylon/spandex. Mesh insets: Polyester/Elastane "
